side,n_factories,gamma,delta_e,n_repetitions,oracle_depth,t_tot_hr,t_max_hr,footprint
20,1,1.389495494373136e-06,0.01,39,164860,727.4754405966667,18.653216425555556,2022946
20,1,1.9306977288832498e-06,0.01,46,156817,816.1865378427777,17.743185605277777,2022946
20,1,2.6826957952797274e-06,0.01,56,149019,944.20902688,16.86087548,2022946
20,1,3.727593720314938e-06,0.01,70,141483,1120.5746668666668,16.00820952666667,2022946
20,1,5.179474679231202e-06,0.01,91,134136,1381.1004579594444,15.176928109444445,2017314
20,1,7.196856730011514e-06,0.01,115,138950,1807.9853204875,15.7216114825,2017314
20,1,1e-05,0.01,222,100000,2511.83785483,11.314584931666667,1750256
20,1,1.3894954943731361e-05,0.01,428,71969,3485.2031313977777,8.142997970555555,1744624
20,1,1.9306977288832496e-05,0.01,827,51795,4846.545315611666,5.860393368333333,1742124
20,1,2.682695795279722e-05,0.01,1598,37276,5870.12607885,3.673420575,1732396
20,1,3.727593720314938e-05,0.01,3091,26827,8171.709727334999,2.643710685,1719370
20,1,5.1794746792312125e-05,0.01,5982,19307,11381.60973807,1.902642885,1719370
20,1,7.196856730011514e-05,0.01,11579,13895,15855.231445514444,1.369309218888889,1711750
20,1,0.0001,0.01,22420,10001,22096.482121538887,0.9855701213888889,1467462
20,1,0.0001389495494373136,0.01,43442,7197,30811.05321987,0.709245735,1461284
20,1,0.00019306977288832496,0.01,84206,5180,42985.30616413778,0.5104779488888889,1461284
20,1,0.0002682695795279722,0.01,163339,3728,60008.628459780004,0.36738702,1459168
20,1,0.0003727593720314938,0.01,317076,2683,83836.85674813333,0.2644061888888889,1459168
20,1,0.0005179474679231202,0.01,616034,1931,117230.677267275,0.1902990375,1453502
20,1,0.0007196856730011514,0.01,1197954,1390,164102.347300135,0.1369855163888889,1453502
20,1,0.001,0.01,2331566,1001,230008.39458895611,0.09864974638888889,1228426
20,1,0.001389495494373136,0.01,4550183,720,322873.02285975,0.07095825,1223818
20,1,0.0019306977288832496,0.01,8894064,518,454058.93262708,0.0510519075,1223818
20,1,0.002682695795279722,0.01,17407159,373,639920.5430673824,0.0367619175,1222936
20,1,0.003727593720314938,0.01,34103410,269,770233.6901952305,0.022585239722222223,1204504
20,1,0.005179474679231202,0.01,67003516,194,1091348.5225256167,0.016287929166666666,1202740
20,1,0.007196856730011514,0.01,132858499,139,1550572.277346645,0.011670855,1198644
20,1,0.01,0.01,260929423,101,2212882.6401368957,0.008480770833333333,995618
20,2,1e-09,0.01,8,335407,190.97357898666667,23.871697373333333,3231542
20,2,1.389495494373136e-09,0.01,8,328856,187.24358152666667,23.405447690833334,3231542
20,2,1.9306977288832536e-09,0.01,9,322165,206.36310498499998,22.92923388722222,3231542
20,2,2.6826957952797275e-09,0.01,9,315368,202.0092823875,22.445475820833334,3231542
20,2,3.727593720314938e-09,0.01,9,308460,177.3192962425,19.702144026944445,3176246
20,2,5.179474679231202e-09,0.01,10,301414,192.520979025,19.2520979025,3161910
20,2,7.1968567300115284e-09,0.01,10,294251,187.945786875,18.7945786875,2841654
20,2,1e-08,0.01,11,286946,201.60788524555556,18.327989567777777,2827318
20,2,1.389495494373136e-08,0.01,11,279509,196.38266195777777,17.852969268888888,2827318
20,2,1.9306977288832496e-08,0.01,12,271938,208.43268054666666,17.369390045555555,2827318
20,2,2.682695795279727e-08,0.01,12,264235,202.52855571666666,16.877379643055555,2827318
20,2,3.7275937203149377e-08,0.01,13,256391,212.89270189777775,16.376361684444444,2510274
20,2,5.1794746792312124e-08,0.01,14,248423,222.14395071555555,15.86742505111111,2510274
20,2,7.196856730011513e-08,0.01,15,240323,230.25085857916667,15.350057238611111,2496962
20,2,1e-07,0.01,16,232109,237.20652725333332,14.825407953333333,2496962
20,2,1.389495494373136e-07,0.01,18,223789,227.887011485,12.660389526944444,2774322
20,2,1.9306977288832497e-07,0.01,19,215393,231.5226741316667,12.185403901666668,2447810
20,2,2.6826957952797275e-07,0.01,21,206921,245.82849354,11.70611874,2447810
20,2,3.727593720314938e-07,0.01,23,198425,258.18594409,11.22547583,2447810
20,2,5.179474679231202e-07,0.01,26,189921,279.3538887677778,10.744380337222223,2155490
20,2,7.196856730011514e-07,0.01,29,181463,297.71072866305553,10.265887195277777,2143202
20,2,1e-06,0.01,33,173090,323.1426906033333,9.792202745555555,2143202
20,2,1.389495494373136e-06,0.01,39,164860,363.73772029833333,9.326608212777778,2143202
20,2,1.9306977288832498e-06,0.01,46,156817,408.0932689277778,8.871592802777778,2143202
20,2,2.6826957952797274e-06,0.01,56,149019,472.10451344,8.43043774,2143202
20,2,3.727593720314938e-06,0.01,70,141483,560.2873334333334,8.004104763333334,1884050
20,2,5.179474679231202e-06,0.01,91,134136,690.5502289797222,7.588464054722222,1871762
20,2,7.196856730011514e-06,0.01,115,138950,903.9926602597222,7.860805741388889,1871762
20,2,1e-05,0.01,222,100000,1255.918927415,5.657292465833334,1859248
20,2,1.3894954943731361e-05,0.01,428,71969,1742.6015656988889,4.071498985277778,1859248
20,2,1.9306977288832496e-05,0.01,827,51795,2423.272657805833,2.9301966841666665,1856748
20,2,2.682695795279722e-05,0.01,1598,37276,2935.063039425,1.8367102875,1813740
20,2,3.727593720314938e-05,0.01,3091,26827,4085.8548636674996,1.3218553425,1812490
20,2,5.1794746792312125e-05,0.01,5982,19307,5690.804869035,0.9513214425,1812490
20,2,7.196856730011514e-05,0.01,11579,13895,7927.615722757222,0.6846546094444445,1560582
20,2,0.0001,0.01,22420,10001,11048.241063883333,0.49278506083333334,1550342
20,2,0.0001389495494373136,0.01,43442,7197,15405.526609935,0.3546228675,1549284
20,2,0.00019306977288832496,0.01,84206,5180,21492.65308206889,0.25523897444444443,1549284
20,2,0.0002682695795279722,0.01,163339,3728,30004.314229890002,0.18369351,1547168
20,2,0.0003727593720314938,0.01,317076,2683,41918.428374066665,0.13220309444444445,1547168
20,2,0.0005179474679231202,0.01,616034,1931,58615.33871919778,0.0951495188888889,1318190
20,2,0.0007196856730011514,0.01,1197954,1390,82051.17381645,0.06849275833333333,1318190
20,2,0.001,0.01,2331566,1001,115004.19761830666,0.04932487333333333,1307210
20,2,0.001389495494373136,0.01,4550183,720,161436.511429875,0.035479125,1307210
20,2,0.0019306977288832496,0.01,8894064,518,227029.46754882668,0.02552595388888889,1307210
20,2,0.002682695795279722,0.01,17407159,373,272558.75224265724,0.01565785388888889,1506072
20,2,0.003727593720314938,0.01,34103410,269,385116.8498342,0.01129262,1269464
20,2,0.005179474679231202,0.01,67003516,194,545674.2705688523,0.008143964722222223,1267700
20,2,0.007196856730011514,0.01,132858499,139,775286.1386733225,0.0058354275,1061300
20,2,0.01,0.01,260929423,101,1106441.3563086456,0.004240385555555556,1052386
